movieId,name,role,gender,,
34480,Ann Rebbot,Marie Charnier,0,,
34481,Harold Gary,Weinstock,2,,
34482,Arlene Farber,Angie Boca,1,,
34483,Eddie Egan,Simonson,2,,
34484,André Ernotte,La Valle,0,,
34485,Sonny Grosso,Klein,0,,
34486,Benny Marino,Lou Boca,0,,
34487,Patrick McDermott,Chemist,0,,
34488,Alan Weeks,Pusher,2,,
34489,Al Fann,Informant,2,,
34490,Irving Abrahams,Police Mechanic,0,,
34491,Randy Jurgensen,Police Sergeant,0,,
34492,William Coke,Motorman,0,,
34493,Sylvester Stallone,Rocky Balboa,2,,
34494,Talia Shire,"Adrianna ""Adrian"" Pennino",1,,
34495,Burt Young,Paulie,2,,
34496,Carl Weathers,Apollo Creed,0,,
34497,Burgess Meredith,Mickey Goldmill,2,,
34498,Thayer David,Jergens,2,,
34499,Joe Spinell,Gazzo,2,,
34500,Tony Burton,Duke,2,,
34501,Joe Frazier,Himself,2,,
34502,Jimmy Gambina,Mike,0,,
34503,Jodi Letizia,Marie,0,,
34504,Stan Shaw,Dipper,2,,
34505,DeForest Covan,Apollo's Corner,0,,
34506,Bill Baldwin,Fight Announcer,2,,
34507,Lloyd Kaufman,Drunk,2,,
34508,Al Silvani,Cut Man,2,,
34509,George Memmoli,Ice Rink Attendant,0,,
34510,Frank Stallone,Timekeeper,2,,
34511,Diana Lewis,TV Commentator 1,0,,
34512,George O'Hanlon,TV Commentator 2,2,,
34513,Larry Carroll,TV Interviewer,2,,
34514,Frank Stallone,Streetcorner Singer,2,,
34515,Don Sherman,Bartender,0,,
34516,Billy Sands,Club Fight Announcer,0,,
34517,Simmy Bow,Club Corner Man,2,,
34518,Jane Marla Robbins,Owner of Pet Shop,1,,
34519,Shirley O'Hara,Secretary,1,,
34520,Kathleen Parker,Paulie's Date,1,,
34521,Hank Rolike,Apollo Corner Man,2,,
34522,Frankie Van,Club Fight Referee,0,,
34523,Pedro Lovell,Club Fighter,2,,
34524,Michael Dorn,Apollo Creed's Bodyguard (uncredited),2,,
34525,Frank Pesce,Spectator (uncredited),2,,
34526,John Pleshette,Aftershave Commercial Director (uncredited),2,,
34527,Lavelle Roby,Mary Anne Creed (uncredited),0,,
34528,Stu Nahan,Fight Commentator (uncredited),2,,
34529,Arnold Johnson,Spectator (uncredited),2,,
34530,Arthur Tovey,Reporter (uncredited),2,,
34531,Dustin Hoffman,Ted Kramer,2,,
34532,Meryl Streep,Joanna Kramer,1,,
34533,Jane Alexander,Margaret Phelps,1,,
34534,Justin Henry,Billy Kramer,2,,
34535,Howard Duff,John Shaunessy,2,,
34536,George Coe,Jim O'Connor,2,,
34537,JoBeth Williams,Phyllis Bernard,1,,
34538,Bill Moor,Gressen,0,,
34539,Howland Chamberlain,Judge Atkins,0,,
34540,Jack Ramage,Spencer,0,,
34541,Jess Osuna,Ackerman,2,,
34542,Nicholas Hormann,Interviewer,2,,
34543,Ellen Parker,Teacher,1,,
34544,Shelby Brammer,Ted's Secretary,0,,
34545,Carol Nadell,Mrs. Kline,0,,
34546,Donald Gantry,Surgeon,0,,
34547,Joe Seneca,Partygoer,2,,
34548,David Golden,Grocer,0,,
34549,Sean Albertson,Boy in Hospital (uncredited),2,,
34550,Donald Sutherland,Calvin Jarrett,2,,
34551,Mary Tyler Moore,Beth Jarrett,1,,
34552,Judd Hirsch,Dr. Tyrone C. Berger,2,,
34553,Timothy Hutton,Conrad Jarrett,2,,
34554,M. Emmet Walsh,Coach Salan,2,,
34555,Elizabeth McGovern,Jeannine Pratt,1,,
34556,Dinah Manoff,Karen,1,,
34557,Fredric Lehne,Lazenby,2,,
34558,James Sikking,Ray Hanley,0,,
34559,Basil Hoffman,Sloan,2,,
34560,Scott Doebler,Jordan 'Buck' Jarrett,0,,
34561,Quinn K. Redeker,Ward,2,,
34562,Mariclare Costello,Audrey,1,,
34563,Meg Mundy,Grandmother,1,,
34564,Elizabeth Hubbard,Ruth,1,,
34565,Adam Baldwin,Stillman,2,,
34566,Richard Whiting,Grandfather,0,,
34567,Ben Cross,Harold Abrahams,2,,
34568,Ian Charleson,Eric Liddell,2,,
34569,Cheryl Campbell,Jennie Liddell,1,,
34570,Alice Krige,Sybil Gordon,1,,
34571,Nigel Havers,Lord Andrew Lindsay,2,,
34572,Ian Holm,Sam Mussabini,2,,
34573,Nicholas Farrell,Aubrey Montague,2,,
34574,Daniel Gerroll,Henry Stallard,2,,
34575,John Gielgud,Master of Trinity,2,,
34576,Lindsay Anderson,Master of Caius,2,,
34577,Nigel Davenport,Lord Birkenhead,2,,
34578,Dennis Christopher,Charles Paddock,2,,
34579,Brad Davis,Jackson Scholz,2,,
34580,Patrick Magee,Lord Cadogan,2,,
34581,Peter Egan,Duke of Sutherland,2,,
34582,Struan Rodger,Sandy McGrath,2,,
34583,Richard Griffiths,Head Port-Caius College,2,,
34584,David Yelland,Prince of Wales,2,,
34585,Michael Lonsdale,Garth Jones,2,,
34586,Patrick Doyle,Jimmie,2,,
34587,John Young,Rev. J.D. Liddell,0,,
34588,Yvonne Gilan,Mrs Liddell,1,,
34589,David John,Ernest Liddell,2,,
34590,Benny Young,Rob Liddell,0,,
34591,Yves Beneyton,George Andre,2,,
34592,Gerry Slevin,Colonel John Keddie,0,,
34593,Stephen Mallatratt,Watson,2,,
34594,Colin Bruce,Taylor,2,,
34595,Alan Polonsky,Paxton,2,,
34596,Edward Wiley,Fitch,2,,
34597,Jeremy Sinden,President - Gilbert and Sullivan Society,2,,
34598,Andrew Hawkins,Secretary - Gilbert and Sullivan Society,0,,
34599,Jack Smethurst,Sleeping Car Attendant,2,,
34600,Peter Cellier,Head Waiter - The Savoy,0,,
34601,Philip O'Brien,US Coach,2,,
34602,Ruby Wax,Bunty,1,,
34603,Ralph Lawton,Harbour Master,0,,
34604,Kim Clifford,Sybil's Maid,0,,
34605,John Rutland,Caius Porter,0,,
34606,Peter Jones,,2,,
34607,Stephen Fry,"Singer in ""HMS Pinafore' (uncredited)",2,,
34608,Kenneth Branagh,Cambridge Student - Society Day crowd (uncredited),2,,
34609,Ted Robbins,Shot Putter (uncredited),2,,
34610,Shirley MacLaine,Aurora Greenway,1,,
34611,Debra Winger,Emma Greenway Horton,1,,
34612,Jack Nicholson,Garrett Breedlove,2,,
34613,Danny DeVito,Vernon Dahlart,2,,
34614,Jeff Daniels,Flap Horton,2,,
34615,John Lithgow,Sam Burns,2,,
34616,Lisa Hart Carroll,Patsy Clark,0,,
34617,Betty King,Rosie Dunlop,0,,
34618,Huckleberry Fox,Teddy Horton,2,,
34619,Troy Bishop,Tommy Horton,0,,
34620,Shane Serwin,Younger Tommy Horton,0,,
34621,Megan Morris,Melanie Horton,0,,
34622,Albert Brooks,Rudyard (Voice),2,,
34623,Meryl Streep,Karen Christence Dinesen Blixen,1,,
34624,Robert Redford,Denys George Finch Hatton,2,,
34625,Klaus Maria Brandauer,Baron Bror Blixen/Baron Hans Blixen,2,,
34626,Michael Kitchen,Berkeley Cole,2,,
34627,Malick Bowens,Farah,2,,
34628,Joseph Thiaka,Kamante,2,,
34629,Stephen Kinyanjui,Kinanjui,2,,
34630,Michael Gough,Lord Delamere,2,,
34631,Suzanna Hamilton,Felicity,1,,
34632,Rachel Kempson,Lady Belfield,1,,
34633,Graham Crowden,Lord Belfield,2,,
34634,Leslie Phillips,Sir Joseph,2,,
34635,Mike Bugara,Juma,0,,
34636,Shane Rimmer,"Belknap, farm manager",2,,
34637,Job Seda,Kanuthia,0,,
34638,Mohammed Umar,Ismail,0,,
34639,Iman,Mariammo,1,,
34640,Donal McCann,Doctor,2,,
34641,John Lone,Emperor Puyi,2,,
34642,Peter O'Toole,Reginal Flemming Johnson,2,,
34643,Joan Chen,Wang Jung,1,,
34644,Vivian Wu,Wen Hsiu,1,,
34645,Dennis Dun,Big Li,2,,
34646,Ruocheng Ying,Governor,2,,
34647,Victor Wong,Chen Pao Shen,2,,
34648,Maggie Han,Eastern Jewel,0,,
34649,Ric Young,Interrogator,2,,
34650,Cary-Hiroyuki Tagawa,Chang,2,,
34651,Richard Vuu,Puyi - 3 Years,0,,
34652,Tsou Tijger,Puyi - 8 Years,0,,
34653,Lisa Lu,Tzu Hsui,1,,
34654,Henry O,Lord Chamberlain,2,,
34655,Constantine Gregory,Oculist,2,,
34656,Yu Li,Second High Consort,1,,
34657,Ryuichi Sakamoto,Amakasu,2,,
34658,Daxing Zhang,Tough Warder,2,,
34659,Chen Kaige,Captain of Imperial Guard,2,,
34660,Fumihiko Ikeda,Yoshioka,0,,
34661,Tao Wu,Puyi - 15 Years,0,,
34662,Hideo Takamatsu,General Ishikari,2,,
34663,Basil Pao,Prince Chun,0,,
34664,Shi Liang,Republican Officer,0,,
34665,Shu Chen,Chang Chinghui,2,,
34666,Cai Hongxiang,Scarface (uncredited),0,,
34667,Glen Murphy,Captain (uncredited),2,,
34668,Biao Wang,Prisoner (uncredited),0,,
34669,Jade Go,Ar Mo,0,,
34670,Tianmin Zhang,Old Tutor (as Zhang Tianmin),0,,
34671,Dustin Hoffman,Raymond Babbitt,2,,
34672,Tom Cruise,Charlie Babbitt,2,,
34673,Valeria Golino,Susanna,1,,
34674,Gerald R. Molen,Dr. Bruner,2,,
34675,Jack Murdock,John Mooney,2,,
34676,Michael D. Roberts,Vern,2,,
34677,Ralph Seymour,Lenny,2,,
34678,Lucinda Jenney,Iris,1,,
34679,Bonnie Hunt,Sally Dibbs,1,,
34680,Kim Robillard,Township Doctor,2,,
34681,Beth Grant,Mother at Farm House,1,,
34682,Dolan Dougherty,Farm Kid#1,0,,
34683,Marshall Dougherty,Farm Kid#2,0,,
34684,Patrick Dougherty,Farm Kid#3,0,,
34685,Peter Dougherty,Farm Kid#5,0,,
34686,Andrew Dougherty,Farm Kid#6,0,,
34687,Loretta Wendt Jolivette,Secretary Dr. Bruner,0,,
34688,Donald E. Jones,Minister at Funeral,2,,
34689,Bryon P. Caunar,Patient in Waiting Room,0,,
34690,Donna J. Dickson,Nurse,0,,
34691,Ralph Tabakin,Shift Boss,2,,
34692,Ray Baker,Mr. Kelso,2,,
34693,Jake Hoffman,Boy at Pancake Counter,2,,
34694,Royce D. Applegate,(voice),2,,
34695,Anna Mathias,(voice),1,,
34696,Archie Hahn,(voice),2,,
34697,Luisa Leschin,(voice),1,,
34698,Ira Miller,(voice),0,,
34699,Chris Mulkey,(voice),2,,
34700,Julie Payne,(voice),1,,
34701,Reni Santoni,(voice),2,,
34702,Ruth Silveira,(voice),1,,
34703,Jonathan Stark,(voice),2,,
34704,Lynne Marie Stewart,(voice),1,,
34705,Arnold F. Turner,(voice),0,,
34706,Gigi Vorgan,(voice),0,,
34707,Barry Levinson,Doctor (uncredited),2,,
34708,Mark Winn,Restaurant Patron (uncredited),0,,
34709,June Christopher,(voice),1,,
34710,Morgan Freeman,Hoke Colburn,2,,
34711,Jessica Tandy,Daisy Werthan,1,,
34712,Dan Aykroyd,Boolie Werthan,2,,
34713,Patti LuPone,Florine Werthan,1,,
34714,Esther Rolle,Idella,1,,
34715,Joann Havrilla,Miss McClatchey,0,,
34716,William Hall Jr.,Oscar,0,,
34717,Clarice F. Geigerman,Nonie,0,,
34718,Muriel Moore,Miriam,0,,
34719,Sylvia Kaler,Beulah,0,,
34720,Alvin M. Sugarman,Dr. Weil,0,,
34721,Carolyn Gold,Neighbor Lady,0,,
34722,Crystal R. Fox,Katie Bell,0,,
34723,Bob Hannah,Red Mitchell,2,,
34724,Ray McKinnon,Trooper #1,2,,
34725,D. Taylor Loeb,Girl at Temple (uncredited),0,,
34726,Martin Luther King,"Himself (voice, archive footage)",2,,
34727,Woody Allen,Virgil Starkwell,2,,
34728,Janet Margolin,Louise,1,,
34729,Marcel Hillaire,Fritz,2,,
34730,Jacquelyn Hyde,Miss Blair,0,,
34731,Lonny Chapman,Jake - Convict,2,,
34732,Jan Merlin,Al - Bank Robber,2,,
34733,James Anderson,Chain Gang Warden,2,,
34734,Howard Storm,Fred,2,,
34735,Mark Gordon,Vince,2,,
34736,Micil Murphy,Frank,0,,
34737,Minnow Moskowitz,Joe Agneta,0,,
34738,Nate Jacobson,The Judge,0,,
34739,Grace Bauer,Farm House Lady,1,,
34740,Ethel Sokolow,Mother Starkwell,0,,
34741,Dan Frazer,Julius Epstein - The Psychiatrist,2,,
34742,Henry Leff,Father Starkwell,0,,
34743,Mike O'Dowd,Michael Sullivan,0,,
34744,Jackson Beck,The Narrator,2,,
34745,Louise Lasser,Kay Lewis,1,,
34746,Jane Fonda,Bree Daniels,1,,
34747,Donald Sutherland,John Klute,2,,
34748,Charles Cioffi,Peter Cable,2,,
34749,Roy Scheider,Frank Ligourin,2,,
34750,Dorothy Tristan,Arlyn Page,1,,
34751,Vivian Nathan,Psychiatrist,0,,
34752,Robert Milli,Tom Gruneman,0,,
34753,Betty Murray,Holly Gruneman,0,,
34754,Rita Gam,Trina,1,,
34755,Jean Stapleton,Strassberg's Secretary,1,,
34756,Morris Strassberg,Goldfarb Sr.,2,,
34757,Sylvester Stallone,Club Patron (uncredited),2,,
34758,Harry Dean Stanton,Bud,2,,
34759,Emilio Estevez,Otto Maddox,2,,
34760,Tracey Walter,Miller,2,,
34761,Olivia Barash,Leila,1,,
34762,Sy Richardson,Lite,2,,
34763,Susan Barnes,Agent Rogersz,1,,
34764,Fox Harris,J. Frank Parnell,2,,
34765,Tom Finnegan,Oly,2,,
34766,Del Zamora,Lagarto,2,,
34767,Eddie Velez,Napo,2,,
34768,Zander Schloss,Kevin,0,,
34769,Jennifer Balgobin,Debbi,1,,
34770,Dick Rude,Duke,2,,
34771,Miguel Sandoval,Archie,2,,
34772,Vonetta McGee,Marlene,1,,
34773,Richard Foronjy,Plettschner,2,,
34774,Bruce White,Reverend Larry,0,,
34775,Edward Clements,Tom Townsend,0,,
34776,Chris Eigeman,Nick Smith,2,,
34777,Taylor Nichols,Charlie Black,2,,
34778,Carolyn Farina,Audrey Rouget,1,,
34779,Isabel Gillies,Cynthia McLean,1,,
34780,Dylan Hundley,Sally Fowler,0,,
34781,David Bowie,Jareth,2,,
34782,Jennifer Connelly,Sarah,1,,
34783,Toby Froud,Toby,2,,
34784,Shelley Thompson,Stepmother,1,,
34785,Christopher Malcolm,Father,2,,
34786,Natalie Finland,Fairy,0,,
34787,Warwick Davis,Goblin,2,,
34788,Brian Henson,Hoggle / Goblin (voice),2,,
34789,Ron Mueck,Ludo / Goblin (voice),0,,
34790,David Shaughnessy,Didymus / The Hat / Goblin (voice),2,,
34791,Timothy Bateson,The Worm (voice),2,,
34792,Michael Hordern,The Wiseman (voice),2,,
34793,Denise Bryer,The Junk Lady (voice),1,,
34794,Percy Edwards,Ambrosius (voice),2,,
34795,Anthony Asbury,Right Door Knocker (voice),0,,
34796,Robert Beatty,Left Door Knocker (voice),2,,
34797,Anthony Michael Hall,Brian Ralph Johnson,2,,
34798,Molly Ringwald,Claire Standish,1,,
34799,Emilio Estevez,"Andrew ""Andy"" Clark",2,,
34800,Judd Nelson,John Bender,2,,
34801,Ally Sheedy,Allison Reynolds,1,,
34802,Paul Gleason,Richard Vernon,2,,
34803,John Kapelos,Carl Reed,2,,
34804,Ron Dean,Andy's Father,2,,
34805,Perry Crawford,Allison's Father,0,,
34806,Fran Gargano,Allison's Mom,0,,
34807,Mary Christian,Brian's Sister,0,,
34808,Mercedes Hall,Brian's Mom,0,,
34809,Tim Gamble,Claire's Father,2,,
34810,John Hughes,Brian's Father (uncredited),2,,
34811,Robert Englund,Freddy Krueger,2,,
34812,Mark Patton,Jesse Walsh,2,,
34813,Kim Myers,Lisa Webber,1,,
34814,Robert Rusler,Ron Grady,2,,
34815,Clu Gulager,Ken Walsh,2,,
34816,Hope Lange,Cheryl Walsh,1,,
34817,Marshall Bell,Coach Schneider,2,,
34818,Melinda O. Fee,Mrs. Webber,1,,
34819,Tom McFadden,Mr. Webber,2,,
34820,Sydney Walsh,Kerry,1,,
34821,Edward Blackoff,Biology Teacher,0,,
34822,Christie Clark,Angela Walsh,0,,
34823,Lyman Ward,Mr. Grady,2,,
34824,Donna Bruce,Mrs. Grady,0,,
34825,Hart Sprager,Teacher,0,,
34826,Allison Barron,Girl on Bus,1,,
34827,JoAnn Willette,Girl on Bus,1,,
34828,Steve Eastin,Policeman,2,,
34829,Brian Wimmer,Do-Gooder,2,,
34830,Robert Chaskin,Bar-B-Que Boy,0,,
34831,Kerry Remsen,Girlfriend,1,,
34832,Kimberly Lynn,Patty,0,,
34833,Steven Smith,Victim,2,,
34834,Jonathan Hart,Spike,0,,
34835,Tom Tangen,Victim (uncredited),0,,
34836,Robert Shaye,Bartender,2,,
34837,Robert Englund,Freddy Krueger,2,,
34838,Patricia Arquette,Kristen Parker,1,,
34839,Heather Langenkamp,Nancy Thompson,1,,
34840,John Saxon,Lt. Donald Thompson,2,,
34841,Craig Wasson,Dr. Neil Gordon,2,,
34842,Laurence Fishburne,Max,2,,
34843,Ken Sagoes,Roland Kincaid,2,,
34844,Rodney Eastman,Joey,2,,
34845,Jennifer Rubin,Taryn White,1,,
34846,Bradley Gregg,Phillip,2,,
34847,Ira Heiden,Will Stanton,2,,
34848,Penelope Sudrow,Jennifer Caulfield,0,,
34849,Priscilla Pointer,Dr. Elizabeth Simms,1,,
34850,Clayton Landey,Lorenzo,0,,
34851,Brooke Bundy,Elaine Parker,1,,
34852,Kristen Clayton,Little Girl,0,,
34853,Sally Piper,Nurse #1,0,,
34854,Rozlyn Sorrell,Nurse #2,1,,
34855,Nan Martin,Sister Mary Helena / Amanda Krueger,1,,
34856,Zsa Zsa Gábor,Herself,1,,
34857,Stacey Alden,Marcie,0,,
34858,Dick Cavett,Himself,2,,
34859,Michael Rougas,Priest in Church,0,,
34860,Jack Shea,Priest in Cemetery,2,,
34861,Paul Kent,Dr. Carver,2,,
34862,Mary Brown,Neurosurgeon,0,,
34863,Melanie Doctors,Girl in Cemetery,0,,
34864,Donna Durham,Girl in Crowd,0,,
34865,Robert Englund,Freddy Krueger,2,,
34866,Tuesday Knight,Kristen Parker,1,,
34867,Ken Sagoes,Roland Kincaid,2,,
34868,Rodney Eastman,Joey Crusel,2,,
34869,Lisa Wilcox,Alice Johnson,1,,
34870,Andras Jones,Rick Johnson,2,,
34871,Danny Hassel,Dan Jordan,2,,
34872,Brooke Theiss,Debbie Stevens,1,,
34873,Toy Newkirk,Sheila Kopecky,0,,
34874,Nicholas Mele,Dennis Johnson,2,,
34875,Brooke Bundy,Elaine Parker,1,,
34876,Hope Marie Carlton,Pin Up Girl,1,,
34877,Mickey Yablans,Buddy in Locker Room,0,,
34878,Linnea Quigley,Soul from Freddy's Chest,1,,
34879,Duane Davis,Jock,2,,
34880,Jacquelyn Masche,Mrs. Crusel,1,,
34881,Richard Garrison,Doctor,0,,
34882,John Beckman,Coach,0,,
34883,Kristen Clayton,Alice (Girl in Freddy's house),0,,
34884,Jody Montana,Buddy in Diner,0,,
34885,Cheryl Richardson,Girl,1,,
34886,Joie Magidow,Physics Teacher,0,,
34887,Joanna Lipari,Nurse,1,,
34888,Wanda Bursey,Friend in Mourning,0,,
34889,Kisha Brackel,Friend,0,,
34890,Pat O'Neal,Student,0,,
34891,Robert Shaye,Lecturer (as L.E. Moko),2,,
34892,Renny Harlin,Student in Classroom (uncredited),2,,
34893,Jeff Levine,Paramedic,2,,
34894,Robert Englund,Freddy Krueger,2,,
34895,Lisa Wilcox,Alice Johnson,1,,
34896,Erika Anderson,Greta Gibson,1,,
34897,Valorie Armstrong,Mrs. Jordan,1,,
34898,Michael Ashton,Gurney Orderly,2,,
34899,Kelly Jo Minter,Yvonne,1,,
34900,Danny Hassel,Dan Jordan,2,,
34901,Nicholas Mele,Dennis Johnson,2,,
34902,Joe Seely,Mark Gray,2,,
34903,Burr DeBenning,Mr. Jordan,2,,
34904,Clarence Felder,Mr. Gray,2,,
34905,Beatrice Boepple,Amanda Krueger,1,,
34906,Matt Borlenghi,Jock,2,,
34907,Noble Craig,Merging Freddy,0,,
34908,E.R. Davies,Delivery Doctor,2,,
34909,Beth DePatie,Anne,1,,
34910,Will Egan,Semi-Truck Driver,0,,
34911,Stacey Elliott,Girl in Locker,0,,
34912,Steven Grives,Dr. Moore,2,,
34913,Whit Hertford,Jacob,2,,
34914,Jennifer Honneus,Asylum Girl,0,,
34915,Jake Jacobs,Trendy Guest,2,,
34916,Annie Lamaje,Elm Street Kid,0,,
34917,Gerry Loew,Orderly #1,0,,
34918,Kara Marie,Baby Jacob,0,,
34919,Roxanne Mayweather,Delivery Nurse,0,,
34920,Don Maxwell,Coach Ostrow,2,,
34921,John R. Murray,Customer,2,,
34922,Marnette Patterson,Little Girl,1,,
34923,Cameron Perry,Guest,0,,
34924,Marc Siegler,Thirty-Something,0,,
34925,Michael Bailey Smith,Super Freddy,2,,
34926,Pat Sturges,Racine Gibson,1,,
34927,Cesar Anthony Torres,Cop,0,,
34928,Peter Trencher,Trendy,2,,
34929,Wally George,Himself,0,,
34930,Ron Armstrong,Hot Seat Band Member,0,,
34931,Ted Nugent,Hot Seat Band Member,2,,
34932,Rudy Sarzo,Hot Seat Band Member,0,,
34933,Jill Adler,Dinner Guest (uncredited),0,,
34934,Victor A. Haddox,Asylum Inmate (uncredited),0,,
34935,James Vallo,Paramedic (uncredited),0,,
34936,Eric Singer,Hot Seat Band Member,0,,
34937,Robert Englund,Freddy Krueger,2,,
34938,Lisa Zane,Maggie Burroughs / Katherine Krueger,1,,
34939,Shon Greenblatt,John Doe,2,,
34940,Lezlie Deane,Tracy,1,,
34941,Yaphet Kotto,Doc,0,,
34942,Breckin Meyer,Spencer,2,,
34943,Ricky Dean Logan,Carlos,2,,
34944,Tobe Sexton,Teenage Freddy Krueger,0,,
34945,Cassandra Rachel Friel,Young Maggie Burroughs / Katherine Krueger,0,,
34946,Lindsey Fields,Loretta Krueger,0,,
34947,Johnny Depp,Guy on TV,2,,
34948,Tom Arnold,Childless Man,2,,
34949,Roseanne Barr,Ethel,1,,
34950,Alice Cooper,Mr. Underwood,2,,
34951,Elinor Donahue,Orphanage Woman,1,,
34952,David Dunard,Kelly,0,,
34953,Marilyn Rockafellow,Mrs. Burroughs,1,,
34954,Virginia Peters,Woman in Plane,1,,
34955,Stella Hall,Stewardess,0,,
34956,Angelina Estrada,Carlos' Mother,1,,
34957,Peter Spellos,Tracy's Father,2,,
34958,Chason Schirmer,Young Freddy,0,,
34959,Michael McNab,Spencer's Father,2,,
34960,Matthew Faison,Springwood Teacher,2,,
34961,Vic Watterson,Officer #1,0,,
34962,Carlease Burke,Officer #2,1,,
34963,Robert Shaye,Ticket Seller,2,,
34964,Warren Barrington,Cop in Shelter,0,,
34965,Mel Scott-Thomas,Security Guard,0,,
34966,Jonathan Mazer,Angry Boy,0,,
34967,Frank Catalano,Various (uncredited),0,,
34968,Joshua Weisel,Freddy (uncredited),0,,
34969,Betsy Palmer,Mrs. Voorhees,1,,
34970,Adrienne King,Alice,1,,
34971,Harry Crosby,Bill,2,,
34972,Laurie Bartram,Brenda,1,,
34973,Jeannine Taylor,Marcie,2,,
34974,Kevin Bacon,Jack,2,,
34975,Mark Nelson,Ned,0,,
34976,Robbi Morgan,Annie,1,,
34977,Peter Brouwer,Steve Christy,2,,
34978,Rex Everhart,The Truck Driver,2,,
34979,Walt Gorney,Crazy Ralph,2,,
34980,Willie Adams,Barry,0,,
34981,Debra S. Hayes,Claudette,0,,
34982,Ari Lehman,Jason,2,,
34983,Ronn Carroll,Sgt. Tierney,0,,
34984,Ron Millkie,Officer Dorf,0,,
34985,Dorothy Kobs,Trudy,0,,
34986,Sally Anne Golden,Sandy,0,,
34987,Mary Rocco,Operator,0,,
34988,Ken L. Parker,Doctor,0,,
34989,Noel Cunningham,Boy in 1958 Camping Circle (uncredited),2,,
34990,Irwin Keyes,Busboy (uncredited),2,,
34991,Tom Savini,Man The Knife Killer (uncredited),2,,
34992,Amy Steel,Ginny Field,1,,
34993,John Furey,Paul Holt,2,,
34994,Adrienne King,Alice Hardy,1,,
34995,Kirsten Baker,Terry,0,,
34996,Stuart Charno,Ted,2,,
34997,Warrington Gillette,Jason,0,,
34998,Walt Gorney,Crazy Ralph,2,,
34999,Marta Kober,Sandra,1,,
35000,Tom McBride,Mark,2,,
35001,Bill Randolph,Jeff,2,,
35002,Lauren-Marie Taylor,Vickie,1,,
35003,Russell Todd,Scott,2,,
35004,Betsy Palmer,Mrs. Pamela Voorhees,1,,
35005,Cliff Cudney,Max,0,,
35006,Jack Marks,The Cop,0,,
35007,Dana Kimmell,Chris Higgins,1,,
35008,Paul Kratka,Rick,2,,
35009,Tracie Savage,Debbie,0,,
35010,Jeffrey Rogers,Andy,0,,
35011,Catherine Parks,Vera Sanchez,1,,
35012,Larry Zerner,Shelly,0,,
35013,Rachel Howard,Chili,0,,
35014,David Katims,Chuck,0,,
35015,Nick Savage,Ali,0,,
35016,Gloria Charles,Fox,1,,
35017,Richard Brooker,Jason,2,,
35018,Steve Susskind,Harold,2,,
35019,David Wiley,Abel,0,,
35020,Perla Walter,Mrs. Sanchez,1,,
35021,Anne Gaybis,Cashier,0,,
35022,Kevin O'Brien,Loco,0,,
35023,Kimberly Beck,Trisha 'Trish' Jarvis,1,,
35024,Erich Anderson,Rob Dier,2,,
35025,Corey Feldman,Tommy Jarvis,2,,
35026,Barbara Howard,Sara,1,,
35027,Crispin Glover,Jimmy Mortimer,2,,
35028,Judie Aronson,Samantha,1,,
35029,Peter Barton,Doug,2,,
35030,Clyde Hayes,Paul,2,,
35031,Lawrence Monoson,Ted,2,,
35032,Joan Freeman,Mrs. Jarvis,1,,
35033,Camilla More,Tina,1,,
35034,Carey More,Terri,0,,
35035,Ted White,Jason,2,,
35036,Melanie Kinnaman,Pam Roberts,1,,
35037,John Shepherd,Tommy Jarvis,2,,
35038,Shavar Ross,Reggie,2,,
35039,Richard Young,Matthew Letter,2,,
35040,Marco St. John,Sheriff Cal Tucker,2,,
35041,Juliette Cummins,Robin,1,,
35042,Carol Locatell,Ethel Hubbard,0,,
35043,Vernon Washington,George,0,,
35044,Caskey Swaim,Duke,0,,
35045,Anthony Barrile,Vinnie,2,,
35046,Dominick Brascia,Joey,2,,
35047,Tiffany Helm,Violet,1,,
35048,Corey Feldman,Tommy Jarvis Age 12,2,,
35049,Richard Lineback,Deputy Dodd,2,,
35050,Deborah Voorhees,Tina,1,,
35051,Suzanne Bateman,Nurse Yates,0,,
35052,Todd Bryant,Neil,2,,
35053,"Miguel A. Núñez, Jr.",Demon,2,,
35054,Mark Venturini,Victor Faden,2,,
35055,Thom Mathews,Tommy,0,,
35056,Jennifer Cooke,Megan Garris,0,,
35057,David Kagen,Sheriff Garris,0,,
35058,Renée Jones,Sissy,1,,
35059,Tom Fridley,Cort,0,,
35060,C.J. Graham,Jason,0,,
35061,Tony Goldwyn,Darren,2,,
35062,Darcy DeMoss,Nikki,1,,
35063,Ann Ryerson,Katie,1,,
35064,Alan Blumenfeld,Larry,2,,
35065,Ron Palillo,Allen Hawes,2,,
35066,Kerry Noonan,Paula Mott,0,,
35067,Kane Hodder,Jason Voorhees,2,,
35068,Lar Park Lincoln,Tina Shepard,1,,
35069,Susan Jennifer Sullivan,Melissa,0,,
35070,Kevin Spirtas,Nick,2,,
35071,Terry Kiser,Dr. Crews,2,,
35072,Elizabeth Kaitan,Robin,1,,
35073,Susan Blu,Amanda Shepard,1,,
35074,John Otrin,John Shepard,2,,
35075,Heidi Kozak,Sandra,1,,
35076,William Butler,Michael,2,,
35077,Staci Greason,Jane,0,,
35078,Diana Barrows,Maddy,1,,
35079,Debora Kessler,Judy,0,,
35080,Diane Almeida,Kate,0,,
35081,Craig Thomas,Ben,0,,
35082,Jennifer Banko,Young Tina Shepard,1,,
